fid,idcar_1km,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc,codearondo
"15911",CRS3035RES1000mN2394000E4043000,"0","05036",62,24.9,6.1,6.1,0.9,18.7,1.9,1264782.4,2190.8,5.2,19.7,7,0,3.3,14.6,0,0,5.2,3.3,1.9,4.2,1.9,12.6,11.8,7.1,7.9,5.2,0.9,"205"
"15912",CRS3035RES1000mN2394000E4044000,"0","05036",43,17,1.1,6.1,2,8.8,0,989078.7,1791.1,3,14,4.1,0,3,9.9,0,0,5,0,1.1,3,4.1,6.8,9.9,10.9,1.1,1.1,0,"205"
"15913",CRS3035RES1000mN2394000E4045000,"1","0503605128",2,0.7,0.1,0.1,0.1,0.7,0,49815.6,88.5,0.1,0.6,0,0.1,0.1,0.5,0,0,0.1,0,0.1,0.1,0.3,0.3,0.6,0.3,0.1,0.1,0,"205"
"15914",CRS3035RES1000mN2394000E4046000,"0","05128",84,39,13.2,10,0,20.8,8.8,1502582,3526.2,14.9,24.1,23.1,0.8,7,8.1,0,0,8.8,3,4.7,5.4,1.9,18.1,13.9,8.1,13.2,6.9,0,"205"
"15915",CRS3035RES1000mN2394000E4047000,"1","05128",2,0.8,0.1,0.1,0.1,0.7,0.1,32932.2,75.2,0.2,0.6,0.5,0,0,0.3,0,0,0,0.1,0.3,0.2,0.1,0.3,0.3,0.4,0.3,0,0,"205"
"15916",CRS3035RES1000mN2394000E4056000,"1","05177",1,0.4,0.1,0.1,0,0.4,0,22317.5,38.2,0,0.4,0.1,0,0,0.3,0,0,0,0,0.1,0,0.1,0.2,0.3,0.2,0.1,0,0,"105"
"15917",CRS3035RES1000mN2394000E4057000,"1","05177",80.5,40.8,9.5,16.9,1,25.1,7.7,1577067.6,3129.8,16.7,24.1,16.2,1,2.5,21.1,0,0,5.7,1.2,6.4,4.4,4,18.3,15.1,10.1,11.5,3.8,0,"105"
"15918",CRS3035RES1000mN2394000E4058000,"1","05177",7,2.9,0.4,0.8,0,2.7,0.2,156222.2,267.6,0.2,2.7,0.6,0,0.4,1.9,0,0,0.2,0.2,0.8,0.4,0.4,1.2,1.9,1.3,0.4,0.2,0,"105"
"15919",CRS3035RES1000mN2395000E3978000,"1","05080",8,3.9,0.8,1.6,0.1,3.3,0.2,175797.9,367.2,0.2,3.7,2.3,0,0.7,0.9,0,0,0.6,0,0.5,0.8,0.2,0.7,1.1,1.1,1.6,1.4,0,"205"
"15920",CRS3035RES1000mN2395000E3981000,"1","0505505146",2,1,0.3,0.4,0.1,0.8,0.1,37019.8,91.5,0,1,0.3,0,0.3,0.4,0,0,0,0,0.2,0.2,0,0.2,0.4,0.6,0.3,0.1,0,"205"
"15921",CRS3035RES1000mN2395000E3990000,"1","0517905087",5,2.6,0.4,1.1,0,1.7,0.4,98676.2,205.4,0.2,2.4,1.3,0.2,0.4,0.7,0,0,0,0.2,0,0,0.2,1.5,1.1,0.9,0.9,0.2,0,"205"
"15922",CRS3035RES1000mN2395000E3991000,"1","0508705179",7,3.7,0.6,1.5,0,2.4,0.6,138146.6,287.6,0.3,3.4,1.9,0.3,0.6,0.9,0,0,0,0.3,0,0,0.3,2.2,1.5,1.2,1.2,0.3,0,"205"
"15923",CRS3035RES1000mN2395000E3992000,"1","05087",3,1.2,0,0.5,0,1.2,0.1,75694.4,183.5,0,1.2,0.8,0,0.1,0.3,0,0,0.1,0.1,0.1,0.2,0.1,0.5,0.6,0.5,0.2,0.6,0,"205"
"15924",CRS3035RES1000mN2395000E4003000,"1","05112",46,24.8,4.6,8.3,0,16.6,0,916924.5,1956.8,5.4,19.4,11,0.9,3.7,9.2,0,0,1.6,0,0.9,1.8,0,3.6,6.7,13,14.7,3.7,0,"205"
"15925",CRS3035RES1000mN2395000E4004000,"1","05112",23,10.7,2,2.6,0.8,5.5,1.4,523176.3,1129.6,1.3,9.4,3.4,2,1.3,4,0,0,1.2,0,0,0.8,1.3,4.7,4,6,4.2,0.8,0,"205"
"15926",CRS3035RES1000mN2395000E4007000,"1","05061",13,6.7,0.5,1.8,0,6.3,0.5,286385.6,633.9,0,6.7,0,0,4.9,1.8,0,0,0,0,0,0,1.8,0.8,3.1,1.3,4.7,1.3,0,"205"
"15927",CRS3035RES1000mN2395000E4008000,"1","05061",19,7.5,0.4,3.3,1.2,6.2,1.2,482780.3,719.1,1.2,6.3,2.9,0.5,2,2.1,0,0,0.5,0.7,3.1,3.9,0.2,2.5,3.7,1.2,2,1.2,0,"205"
"15928",CRS3035RES1000mN2395000E4009000,"0","05061",41,16.1,4.1,4.1,0.9,11,3.1,907870.2,1364,4.1,12,7.9,0,4.1,4.1,0,0,1.8,0,3.1,5,1.8,8.2,9.9,1.9,7.1,2.2,0,"205"
"15929",CRS3035RES1000mN2395000E4010000,"1","05061",22,10.7,1.9,3.2,0,8.8,0.7,563531.5,1069.9,2.5,8.2,4.4,3.2,1.2,1.9,0,0,0,0.7,0,1.9,0.7,1.2,5,3.7,7.6,1.2,0,"205"
"15930",CRS3035RES1000mN2395000E4011000,"0","05061",31,11.9,2.1,2.1,1,5,0,702469.3,1044.9,5.7,6.2,5,0,0,6.9,0,0,1.9,1,2.1,3.1,1,6.8,6.9,2.1,6.1,0,0,"205"
"15931",CRS3035RES1000mN2395000E4012000,"1","05061",33,9.3,1.3,1.3,1.8,6.8,0,764496.1,909.7,2.5,6.8,1.8,1.8,1.9,3.8,0,0,1.8,1.2,3.2,1.8,2.5,6.2,8.8,3.8,1.8,1.9,0,"205"
"15932",CRS3035RES1000mN2395000E4013000,"1","0506105124",14,3.9,0.5,0.5,0.8,2.8,0,324331.6,385.9,1.1,2.8,0.7,0.8,0.9,1.5,0,0,0.8,0.5,1.4,0.8,1.1,2.5,3.7,1.5,0.8,0.9,0,"205"
"15933",CRS3035RES1000mN2395000E4014000,"1","0512405061",5,3.3,0.3,1.8,0,1.7,0.3,109845.4,277.5,1.1,2.2,2,0.2,0.6,0.5,0,0,0.2,0,0,0,0.2,1.5,0.8,0.5,1.6,0.2,0,"205"
"15934",CRS3035RES1000mN2395000E4016000,"1","051240500405017",1,0.4,0,0.1,0,0.4,0,24571.5,40.8,0.1,0.3,0.1,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0,"205"
"15935",CRS3035RES1000mN2395000E4017000,"1","05004",51.5,22.1,2.4,6.8,0.8,18.6,2.4,1265432.3,2103.4,3.4,18.7,6.7,2.6,5.9,6.9,0,0,1.3,0.8,4.3,2.6,5.9,6.6,11.1,6.9,6.9,5.1,0,"205"
"15936",CRS3035RES1000mN2395000E4043000,"0","05036",87,39,2,12.9,0,36,3.9,2089856.8,3924.9,4,35,12.2,3.8,4.2,18.8,0,0,1,0,2.1,9,10,7,20.9,13.1,15.9,8,0,"205"
"15937",CRS3035RES1000mN2395000E4044000,"0","05036",661,284,41,86.9,9,169.9,39.1,15038106.6,26184,145.9,138.1,89.1,27.9,56,109.9,1.1,23,29.7,23.9,47.5,58,43.9,114.1,153.1,84,84.9,21.9,0,"205"
"15938",CRS3035RES1000mN2395000E4045000,"1","0503605128",45,15.4,2,2,2.9,15.4,0.9,1120850.2,1991.4,2.9,12.5,0,2.9,1.1,11.4,0,0,2.8,0.8,2,2.8,7.6,6.7,12.6,5.8,2.9,1,0,"205"
"15939",CRS3035RES1000mN2395000E4046000,"1","0512805036",31,11.8,1.7,1.7,0.9,10.9,1.7,510448.9,1165.5,2.6,9.2,7.5,0,0,4.3,0,0,0.8,1.6,4.2,2.6,1.7,4.2,5,5.9,5,0,0,"205"
"15940",CRS3035RES1000mN2396000E3975000,"1","05080",15,6.4,2.1,2.1,0.5,4.8,0.5,276192.7,515.4,1.1,5.3,5.3,0,0,1.1,0,0,0,0,1.1,0,1.1,3.2,2.7,4.3,0.5,2.1,0,"205"
"15941",CRS3035RES1000mN2396000E3976000,"1","05080",9,5.3,1.4,2.3,0,4.8,0.5,175734.2,512.5,0,5.3,2.5,0.5,0.9,1.4,0,0,0,0,0,0.5,0.5,0.5,1.4,2.9,2.3,0.9,0,"205"
"15942",CRS3035RES1000mN2396000E3977000,"0","05080",28,17,8.1,8.9,0,8.1,2,555931.4,1352.9,5,12,12,1,2,2,0,0,0,0,2,2.1,0,5.1,5.9,6,6.9,0,0,"205"
"15943",CRS3035RES1000mN2396000E3980000,"1","0514605080",6,3.6,1.1,2,0,2,0.2,114565.7,354.7,0.5,3.1,1.3,0,0.5,1.8,0,0,0,0,0,0.5,0.5,0.5,1.5,0.6,1.9,0.5,0,"205"
"15944",CRS3035RES1000mN2396000E3991000,"1","05087",1,0.5,0.1,0.2,0,0.3,0.1,19735.2,41.1,0,0.5,0.3,0,0.1,0.1,0,0,0,0,0,0,0,0.3,0.2,0.2,0.2,0.1,0,"205"
"15945",CRS3035RES1000mN2396000E3992000,"1","05087",23,9.7,0,3.5,0,8.8,0.9,580323.6,1406.5,0,9.7,6.2,0,0.9,2.6,0,0,0.9,0.9,0.9,1.8,0.9,3.5,4.4,3.5,1.8,4.4,0,"205"
"15946",CRS3035RES1000mN2396000E4004000,"1","05112",3,1.2,0.2,0.3,0.1,0.9,0.1,73856.3,115.2,0.5,0.7,0.3,0.3,0,0.6,0,0,0.4,0,0,0.2,0.2,0.4,0.4,0.6,0.3,0.5,0,"205"
"15947",CRS3035RES1000mN2396000E4007000,"1","0506105112",3,1.3,0.2,0.3,0.1,0.9,0.1,73856.3,115.3,0.6,0.7,0.4,0.4,0,0.5,0,0,0.4,0,0,0.2,0.2,0.4,0.4,0.6,0.3,0.5,0,"205"
"15948",CRS3035RES1000mN2396000E4008000,"1","05061",6,2.4,0,0.6,0.2,1.9,0.1,131017.7,223.8,0.6,1.8,0.8,0.1,0.6,0.9,0,0,0.3,0.1,0.2,1,0.6,0.3,1.7,0.6,1.2,0,0,"205"
"15949",CRS3035RES1000mN2396000E4009000,"1","05061",37,14.8,0,4.1,1.2,11.8,0.5,807942.4,1380.1,3.7,11.1,4.7,0.5,4.2,5.4,0,0,1.7,0.5,1.2,6.2,3.6,2.5,10.2,4.1,7,0,0,"205"
"15950",CRS3035RES1000mN2396000E4011000,"1","05061",5,1.6,0.2,0.2,0.3,1.4,0.3,111557.3,149.7,0.2,1.4,0.8,0.2,0.3,0.3,0,0,0.2,0.1,0.5,0.4,0.3,0.7,1,0.6,1,0.2,0,"205"
"15951",CRS3035RES1000mN2396000E4012000,"1","05061",6,2.9,1.1,1.1,0.2,1.6,0.1,102989.4,290.6,0.6,2.3,1.3,0.4,0.4,0.8,0,0,0.2,0.2,0.2,0.6,0.5,1,1.3,0.6,1,0.4,0,"205"
"15952",CRS3035RES1000mN2396000E4013000,"1","05061",2,0.9,0.3,0.4,0.1,0.5,0,34329.8,96.9,0.2,0.7,0.4,0.1,0.1,0.3,0,0,0.1,0.1,0.1,0.2,0.1,0.3,0.5,0.2,0.3,0.1,0,"205"
"15953",CRS3035RES1000mN2396000E4014000,"1","051240506105056",4,1.9,0.7,0.7,0.2,1,0.1,68659.6,193.8,0.4,1.5,0.9,0.2,0.2,0.6,0,0,0.2,0.2,0.2,0.4,0.3,0.6,0.9,0.4,0.6,0.2,0,"205"
"15954",CRS3035RES1000mN2396000E4015000,"1","0512405004",2,0.9,0.3,0.4,0.1,0.5,0,34329.8,96.9,0.2,0.7,0.4,0.1,0.1,0.3,0,0,0.1,0.1,0.1,0.2,0.1,0.3,0.5,0.2,0.3,0.1,0,"205"
"15955",CRS3035RES1000mN2396000E4016000,"1","0500405124",9,3.8,0.2,1,0.2,3.2,0.2,206937.2,359.3,0.8,3,0,1.2,1.3,1.3,0,0,0.2,0.5,1,0,0.7,1.2,1.3,1.3,1.5,1.3,0,"205"
"15956",CRS3035RES1000mN2396000E4020000,"1","05004",8,3.7,0.3,0.9,0,3.1,0.4,213681.3,334.4,1.7,2,0.1,0.2,0.7,2.7,0,0,0,0.3,0.4,0.3,0.4,0.4,2.2,1.7,1.6,0.7,0,"205"
"15957",CRS3035RES1000mN2396000E4029000,"0","05114",20.5,12.9,4.9,6.9,0,12,0.9,403747.6,1044,4.9,8,2.9,0,4,4.8,1.2,0,0,0,0.5,1,0,1.2,2.9,10,2.9,2,0,"205"
"15958",CRS3035RES1000mN2396000E4043000,"1","05036",15,9.7,1,4.5,0,7.9,1.7,318333.7,657.3,1.8,7.9,6.2,0,1.7,1.8,0,0,0,0,0,0.8,0.9,1,5.2,1,4.4,1.7,0,"205"
"15959",CRS3035RES1000mN2396000E4044000,"0","05036",80.5,41,7.9,15.1,1,30,2,1788403,3755.9,18.1,22.9,9,4,14.9,13.1,0,0,3,0,3.6,3.1,1,10.9,19.9,13.1,20.9,5,0,"205"
"15960",CRS3035RES1000mN2396000E4045000,"0","05036",27.5,11,3,3.9,1,7.1,0,618193.7,885,3.9,7.1,2,0,3,6,0,0,2,2,1.5,0.9,0.9,5,5.1,1,7.1,2,0,"205"
"15961",CRS3035RES1000mN2396000E4048000,"1","0513405128",15,6.6,0.9,2.5,0.6,5.3,0.6,298431.3,591.6,1.9,4.7,2.8,0,1.9,1.9,0,0,0.8,0.2,0.6,2.2,0.9,1.6,2.8,1.2,3.4,1.3,0,"105"
"15962",CRS3035RES1000mN2396000E4048000,"1","0513405128",15,6.6,0.9,2.5,0.6,5.3,0.6,298431.3,591.6,1.9,4.7,2.8,0,1.9,1.9,0,0,0.8,0.2,0.6,2.2,0.9,1.6,2.8,1.2,3.4,1.3,0,"205"
"15963",CRS3035RES1000mN2396000E4053000,"0","05119",86,48.1,4,23.9,0,33.1,4.9,1953201.2,1838.9,44.1,4,0,0,18,30.1,0,0,1.9,2,4,4.1,5.9,16,14.1,19,18,1,0,"105"
"15964",CRS3035RES1000mN2397000E3975000,"1","05080",4,1.7,0.6,0.6,0.1,1.3,0.1,73651.4,137.4,0.3,1.4,1.4,0,0,0.3,0,0,0,0,0.3,0,0.3,0.9,0.7,1.1,0.1,0.6,0,"205"
"15965",CRS3035RES1000mN2397000E3977000,"1","05080",10,5.8,1.5,2.7,0,5.3,0.5,195260.2,569.5,0,5.8,2.7,0.5,1,1.6,0,0,0,0,0,0.5,0.5,0.5,1.6,3.2,2.7,1,0,"205"
"15966",CRS3035RES1000mN2397000E3980000,"1","05146",3,1.8,0.6,1,0,1,0.1,57282.9,177.3,0.3,1.5,0.6,0,0.3,0.9,0,0,0,0,0,0.2,0.2,0.3,0.7,0.3,1,0.3,0,"205"
"15967",CRS3035RES1000mN2397000E3981000,"1","05146",7,4.2,1.3,2.3,0,2.3,0.2,133660,413.8,0.6,3.6,1.5,0,0.6,2.1,0,0,0,0,0,0.5,0.5,0.5,1.8,0.8,2.3,0.6,0,"205"
"15968",CRS3035RES1000mN2397000E4008000,"1","05061",19.5,7.8,0,2.1,0.6,6.3,0.3,425807.4,727.3,1.9,5.9,2.4,0.3,2.1,3,0,0,0.9,0.3,0.6,3.3,1.9,1.2,5.4,2.1,3.8,0,0,"205"
"15969",CRS3035RES1000mN2397000E4013000,"1","051480506105056",5,2.3,0.8,1,0.2,1.3,0.1,85824.5,242.2,0.5,1.8,1.1,0.2,0.3,0.7,0,0,0.2,0.2,0.2,0.5,0.3,0.8,1.2,0.5,0.8,0.3,0,"205"
"15970",CRS3035RES1000mN2397000E4016000,"1","05004",1,0.4,0,0.1,0,0.4,0,22993,39.9,0.1,0.3,0,0.1,0.1,0.2,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.2,0.2,0,"205"
"15971",CRS3035RES1000mN2397000E4017000,"1","05004",26,10.8,0.8,2.9,0.8,9.4,0.8,597818.3,1037.8,2.3,8.5,0,3.4,3.6,3.8,0,0,0.7,1.5,2.9,0,2.2,3.6,3.6,3.6,4.3,3.6,0,"205"
"15972",CRS3035RES1000mN2397000E4018000,"0","05004",159.5,81.9,9.9,33.1,2,63.2,9,3603786.6,7321,35.8,46.1,6,16.1,16.2,43.6,0,0,2.9,3,7.5,12.1,7,17.1,34.1,27.9,31.8,16.1,0,"205"
"15973",CRS3035RES1000mN2397000E4019000,"0","05004",308,159,24,64.9,6,113.9,9,7001609.4,13608,81,78,18,33,31,77,0,0,8,5.1,11.9,17.5,12.5,51,60,39.9,78.2,23.9,0,"205"
"15974",CRS3035RES1000mN2397000E4020000,"1","05004",11,5.2,0.3,1.2,0,4.3,0.6,293811.7,459.8,2.5,2.7,0.3,0.3,1,3.6,0,0,0,0.3,0.6,0.3,0.6,0.6,3,2.4,2.2,1,0,"205"
"15975",CRS3035RES1000mN2397000E4043000,"1","05036",2,1.3,0.1,0.6,0,1.1,0.2,42444.5,87.6,0.2,1.1,0.8,0,0.2,0.3,0,0,0,0,0,0.1,0.1,0.1,0.7,0.1,0.6,0.3,0,"205"
"15976",CRS3035RES1000mN2397000E4045000,"0","05036",70,34.1,5,13.1,2,16.9,2,1603421.1,2688,18.1,16,9,0,10.1,14,1,0,2.9,0.9,5,4.1,6.1,7.9,11.1,9.9,16,6.1,0,"205"
"15977",CRS3035RES1000mN2397000E4046000,"1","0503605128",12,5.5,0.8,2,0,4.1,0,262417.8,527.8,2.3,3.2,2.6,0,0.9,2,0,0,0,0.8,0.6,0.6,0.3,2.3,2.6,2.4,1.2,1.2,0,"205"
"15978",CRS3035RES1000mN2397000E4047000,"1","0503605128",17,7.9,1.2,2.9,0,5.9,0,371758.6,747.6,3.3,4.6,3.7,0,1.3,2.9,0,0,0,1.2,0.8,0.8,0.5,3.4,3.5,3.4,1.7,1.7,0,"205"
"15979",CRS3035RES1000mN2397000E4048000,"0","051340503605128",48.5,24,1,9,0,20,3,1222992.6,2657,5,19,5.9,2.1,4,12,0,0,0,0,4.6,5,1,5.9,8,13,8,3,0,"105"
"15980",CRS3035RES1000mN2397000E4048000,"0","051340503605128",48.5,24,1,9,0,20,3,1222992.6,2657,5,19,5.9,2.1,4,12,0,0,0,0,4.6,5,1,5.9,8,13,8,3,0,"205"
"15981",CRS3035RES1000mN2397000E4049000,"1","05134",22,9.6,1.4,3.6,0.9,7.9,0.9,437699.2,867.6,2.7,6.9,4.3,0,2.6,2.7,0,0,1.3,0.3,0.9,3.1,1.4,2.2,4.1,1.8,5.1,1.8,0,"105"
"15982",CRS3035RES1000mN2397000E4056000,"1","0506505177",2,0.8,0.1,0.2,0,0.8,0.1,44634.9,76.4,0,0.8,0.2,0,0.1,0.5,0,0,0.1,0.1,0.2,0.1,0.1,0.3,0.5,0.4,0.1,0.1,0,"105"
"15983",CRS3035RES1000mN2398000E3979000,"1","05146",4,2.3,0.3,1.4,0,1.9,0.2,93222.3,186.8,0.7,1.6,1,0,0.4,0.9,0,0,0.4,0,0,0,0.2,0.5,1.2,0.5,1,0.2,0,"205"
"15984",CRS3035RES1000mN2398000E4009000,"1","05061",54,17.2,1.4,1.4,2.9,15.2,2.9,1204819.3,1617.1,2.2,15,8.6,2.2,3.6,2.8,0,0,2.3,1.4,5.7,4.4,2.9,7.1,11.6,6.4,10.8,1.4,0,"205"
"15985",CRS3035RES1000mN2398000E4013000,"0","0505605148",47.5,19,4,5,0,10,1,1082688.3,2116,9,10,1.9,2.1,1,14,0,0,1.9,2,3.6,3,3,12,7,4,10,1,0,"205"
"15986",CRS3035RES1000mN2398000E4014000,"0","05056",67,26.9,5,8.7,1,26.3,1,1454724.2,2834.1,1,25.9,4,2.8,4,16.1,0,0,1.8,1.1,6.2,8.7,1.8,10.9,17.1,8,8.1,3.3,0,"205"
"15987",CRS3035RES1000mN2398000E4015000,"1","0505605004",6,2.9,0.9,1,0,2.2,0.3,123862.8,305.2,0.2,2.7,0.8,0.1,0.4,1.6,0,0.3,0.3,0,0.2,0.4,0.5,1,1.6,0.7,1.1,0.2,0,"205"
"15988",CRS3035RES1000mN2398000E4016000,"1","0500405056",12,4.6,0.5,0.9,0.3,3.7,0,267800,482.4,1.3,3.3,0.3,0,0.4,3.7,0.2,0,0.8,0.2,1.3,1.3,0.2,2,2.9,1.4,1.9,0,0,"205"
"15989",CRS3035RES1000mN2398000E4017000,"0","05004",138.5,63,7,19,2.1,46,3,3371602.1,6672,14,49,6.9,2,8.1,46,0,0,6.1,2.5,8,8.9,9,20,31,17,28,8,0,"205"
"15990",CRS3035RES1000mN2398000E4019000,"0","05004",75,37.9,6.1,18.9,2,22,0,1578318.6,3490.9,13.1,24.8,8,8.9,7,14,0,0,0.9,2,6,4,4.1,10.9,7.9,15.9,17,6.3,0,"205"
"15991",CRS3035RES1000mN2398000E4020000,"1","05004",17,8,0.5,1.9,0,6.6,0.9,454072.7,710.7,3.7,4.3,0.4,0.4,1.5,5.7,0,0,0,0.5,0.9,0.5,0.9,0.9,4.7,3.8,3.3,1.5,0,"205"
"15992",CRS3035RES1000mN2398000E4046000,"1","05036",12,5.6,0.9,2,0,4.1,0,262417.8,527.7,2.4,3.2,2.6,0,0.9,2.1,0,0,0,0.9,0.6,0.6,0.3,2.3,2.6,2.3,1.2,1.2,0,"205"
"15993",CRS3035RES1000mN2398000E4048000,"1","0513405036",25.5,11.8,4,4.7,0,5.5,1.6,510373.2,1114.2,4.7,7.1,3.8,1.6,0.7,4,1.7,0,0.7,0,3.1,0.3,1.6,5.5,5.5,5.6,2.4,0.8,0,"105"
"15994",CRS3035RES1000mN2398000E4048000,"1","0513405036",25.5,11.8,4,4.7,0,5.5,1.6,510373.2,1114.2,4.7,7.1,3.8,1.6,0.7,4,1.7,0,0.7,0,3.1,0.3,1.6,5.5,5.5,5.6,2.4,0.8,0,"205"
"15995",CRS3035RES1000mN2398000E4049000,"1","05134",7,3.2,1.1,1.3,0,1.5,0.4,140102.4,305.9,1.3,1.9,1,0.4,0.2,1.1,0.5,0,0.2,0,0.9,0,0.4,1.5,1.5,1.6,0.7,0.2,0,"105"
"15996",CRS3035RES1000mN2398000E4052000,"1","05119",7,3.5,0.6,1.7,0,2,0.1,154280.7,236.6,2.2,1.3,1,0.4,0.8,1.3,0,0,0.3,0,0.9,0.4,0.4,1.4,1.5,0.8,0.9,0.4,0,"105"
"15997",CRS3035RES1000mN2398000E4053000,"1","05119",89.5,41.6,5.4,15.3,0,24.1,1.8,2034822.9,3029.4,26.7,14.9,14,3.7,10.1,13.8,0,0,3.7,1.4,9.1,4.7,3.7,17.6,18.4,17.1,10.1,3.7,0,"105"
"15998",CRS3035RES1000mN2398000E4054000,"1","0511905065",40,19.8,1.7,9.6,1.7,17.4,1.7,1000017.3,2012.3,9.6,10.2,3.3,1,5.6,9.9,0,0,1.6,1.7,1.7,0.8,1.8,10.6,7.9,7.6,4.3,2,0,"105"
"15999",CRS3035RES1000mN2398000E4055000,"1","0506505119",6,3.1,0.1,1.3,0.1,2.5,0.1,147559.3,269.9,1.3,1.8,0.7,0,1.3,1.1,0,0,0.6,0.1,0.1,0.4,0.4,1.3,1.1,1.3,0.7,0,0,"105"
"16000",CRS3035RES1000mN2398000E4066000,"1","05026",8,3.6,0.6,1.4,0,2.6,0.6,157068.4,366,1.4,2.2,2.2,0.4,0.4,0.6,0,0,0,0.6,0.6,1,0.4,1.4,1.4,0,2.2,0.4,0,"105"
"16001",CRS3035RES1000mN2399000E3978000,"1","05146",19,10.8,1.6,6.6,0,9.1,0.8,442805.8,887.3,3.3,7.5,5,0,1.7,4.1,0,0,1.7,0,0,0,0.8,2.4,5.7,2.4,5,1,0,"205"
"16002",CRS3035RES1000mN2399000E3979000,"0","05146",18,12.9,7,9,0,5.1,2,293335.8,938,5,7.9,9.9,0,0,3,0,0,0,0,0,0,1.9,2,5.1,5.1,0.9,3,0,"205"
"16003",CRS3035RES1000mN2399000E3980000,"1","05146",54,30.6,6,13.6,0,21.6,0.3,1103377.7,2784.1,5.9,24.7,15.4,0,0.9,14.3,0,0,2,0,0,0.8,3.8,6.9,7.7,13.3,15.6,3.9,0,"205"
"16004",CRS3035RES1000mN2399000E4008000,"1","0507205061",2,0.6,0.1,0.1,0.1,0.6,0.1,44622.9,59.9,0.1,0.5,0.3,0.1,0.1,0.1,0,0,0.1,0,0.2,0.2,0.1,0.3,0.4,0.2,0.4,0.1,0,"205"
"16005",CRS3035RES1000mN2399000E4009000,"1","0507205061",12,3.8,0.3,0.3,0.7,3.4,0.7,267737.5,359.3,0.5,3.3,1.9,0.5,0.7,0.7,0,0,0.5,0.2,1.2,1,0.7,1.7,2.6,1.4,2.4,0.3,0,"205"
"16006",CRS3035RES1000mN2399000E4010000,"1","051480507205061",2,0.6,0.1,0.1,0.1,0.6,0.1,44622.9,59.9,0.1,0.5,0.3,0.1,0.1,0.1,0,0,0.1,0,0.2,0.2,0.1,0.3,0.4,0.2,0.4,0.1,0,"205"
"16007",CRS3035RES1000mN2399000E4012000,"0","05148",64.5,22,2.9,4,4,14.9,2,1506358.7,2266,7,15,6.1,0,2,13.9,0,0,4.9,1.1,6.8,5.6,7.9,10.1,15.9,5,5.2,2,0,"205"
"16008",CRS3035RES1000mN2399000E4013000,"1","0505605148",24,11.2,4,4.4,1,6.2,0.5,411957.7,1162.6,2.3,8.9,5.5,1.2,1.2,3.3,0,0,1,1,1,2.3,1.8,3.9,5.6,2.3,3.9,1.2,0,"205"
"16009",CRS3035RES1000mN2399000E4014000,"1","0505605029",48,23.1,6.9,8.1,0,17.7,2.7,990902.2,2441.7,1.6,21.5,6.2,0.7,3.6,12.6,0,2.7,2.5,0,1.7,3.4,3.8,8.1,12.6,5.2,9,1.7,0,"205"
"16010",CRS3035RES1000mN2399000E4015000,"0","050290505605004",81.5,38,6.9,14.1,1,34,3.9,1834512.6,4196,3,35,8.1,5,2,22.9,0,0,2,2,6.1,5.6,6.9,9,18.1,11.9,13,6.9,0,"205"
"16011",CRS3035RES1000mN2399000E4016000,"1","0502905004",76.5,32.5,4.4,7.1,1.6,23.3,3,1738598.1,3176.6,11.7,20.8,2.6,6,1.8,21.3,0.8,0,3.3,0.7,6.2,7.7,2.8,13,20,8.6,13.2,1,0,"205"
"16012",CRS3035RES1000mN2399000E4018000,"1","050040514905029",3,1.1,0,0.2,0,1,0,69662.6,127.2,0.1,1,0.1,0.1,0.3,0.6,0,0,0,0.1,0.2,0.4,0.2,0.2,0.7,0.3,0.8,0.1,0,"205"
"16013",CRS3035RES1000mN2399000E4019000,"1","0500405149",44,16.9,0,2.9,0,15,0,1021717.5,1865.8,2,14.9,1.9,2,4.6,8.4,0,0,0,1.8,2.8,5.6,2.9,2.9,9.4,4.6,12.2,1.8,0,"205"
"16014",CRS3035RES1000mN2399000E4048000,"0","05134",57,26,3,3.9,1,21,2.1,1327088.7,2856,3.9,22.1,4,1,6,15,0,0,1,2.9,1,2,3,5,17.9,10.1,12,2.1,0,"105"
"16015",CRS3035RES1000mN2399000E4049000,"0","05134",129,65.9,6.1,30.1,1,45,7.9,2650126.2,5837.1,26.8,39.1,37,11,7,10.9,0,0,4,2,10,8.9,3,24,27,18.9,21.1,10.1,0,"105"
"16016",CRS3035RES1000mN2399000E4051000,"1","05119",11,4.8,0.7,1.8,0.5,3.9,0.5,218849.7,433.8,1.4,3.4,2,0,1.4,1.4,0,0,0.6,0.1,0.5,1.6,0.7,1.1,2.1,0.9,2.5,0.9,0,"105"
"16017",CRS3035RES1000mN2399000E4052000,"0","0511905065",119,54.1,3.9,13.9,2.8,46.8,4.9,3278064.7,6202.9,15,39.1,6.9,5.3,13,28.9,0,0,7,2.1,2.1,6.2,9.1,17.8,22.8,23,22.9,6,0,"105"
